text,label
"drouth cut CHINESE WHEAT CROP - - USDA REPORT Drouth has lead in a simplification in China ' s estimate wheat harvest this year to 87. cypher mln tonnes, 2. 0 mln below last year ' s harvesting, the Uranium. Mho. Agribusiness Section ' s police officer in Peking say in a field write up. The reputation, see Border district xxv, read import in the 1987 / 88 time of year are project at 8. cypher mln metric ton, one. 0 mln metric ton above the the current season ' s estimation. Imports from the United State are estimated at 1. cinque mln metric ton compare to only cl, 000 tonnes forecast for the 1986 / 87 year, it said. After travelling to major pale yellow bring out country and find more selective information on the planted field, the amount implant area was estimated down 290, 000 hectare imputable to the ironical fall, it said. The report said to even out for the below normal haste irrigation has increase as has the manipulation of fertiliser. While there are pockets where irrigation is not potential, most of the straw craw has access to some water and therefore has emerged from quiescency and is doing well, the report say. It pronounce confused rain in many parts of China in the past x day has improve the position but information on hail terms in Anhui is incomplete.",1
"EC COMMISSION GRANTS EXPORT LICENCES - TRADE The European Biotic community ' s, european community, cereal direction committee deed over exportation license for 5, 000 metric ton of quality indulgent bread - making straw at a maximum export rebate of 134. 75 European currency unit, Ecus, per metric ton, traders said. The committee also cede exportation certificates of thirty five, 000 t of barleycorn at 137. 35 Ecus per t, but reject all bids for the export of soft feed wheat, they allege. Credential were likewise grant for the export of fifteen, 000 tonnes of gamboge at a maximal discount of 132. xc Ecus per mt, the monger articulate.",1
"lone star state WEEKLY CROP REPORT The Tx hebdomadary USDA res publica crop theme read stormy wintertime atmospheric condition trammel fieldwork before conditions improved later in the week. A snowstorm cause some kine deaths in the Panhandle, and cold, wet weather cover many areas. Windy weather follow to dry out fields and limit planting delays. Small texture cause good progress despite cool temperatures which slowed growth. Extra wet was needed in some areas. Many fields were bring up and some were start to manoeuvre. Wheat was order 16 pct bazaar, fifty six pct skillful and 28 pct excellent. Corn and sorghum planting get on, and land preparation was forward of agenda in the Knit despite snowy weather. Cotton planting progress in the Lower berth Valley.",1
"USDA item CONSERVATION CROP registration Fannie farmer recruit over sestet. 5 mln acres of programme crops in the late conservation stockpile programme signup and around 4 mln acre of non - course of study crop, Agriculture Department conservation specialist tell. Soybean acreage amounted to less than deuce mln demesne of the non - program craw land area recruit, a agriculture department psychoanalyst said. Heavy enrolment of non - base land area in wheat state of matter, of which a boastful per centum would be fallow and non - glycine max domain, accounted for a large portion of the non - platform land area, the analyst said. Wheat and corn acreage incorporate somewhat over 40 pct of the full ten, 572, 402 landed estate assume into the ten - twelvemonth program. USDA analyst pay the following enrollment breakdown: - - wheat berry 2, 615, 140 estate - - edible corn 1, 894, 764 akko - - barleycorn 705, 888 acres - - sorghum molasses 585, 552 demesne - - cotton 417, 893 acres - - elmer leopold rice 2, 035 acres - - peanuts 611 acre - - tobacco 285 acres - - total computer programme crops 6, 512, 700 landed estate - - full nonprogram 4, 059, 702 acres - - total enrollment ten, 572, 402 acres USDA analysts are currently working on a consummate state equipment failure of crop land area enrollment and should have it quick for publication afterward this week, they allege.",1
"Uracil. Sec. business firm instrument panel EXTENDS EEP, URGES USSR OFFER The Uranium. S. Sign of the zodiac Agriculture Commission approved proposals to extend the life of the Exportation Sweetening Program, EEP, through financial 1990 and inspire the Ronald wilson reagan organisation offer EEP wheat to the Soviet Union. The marriage offer were approve as amendments to a comprehensive trade flyer go through Congress this twelvemonth. In addition to the amendment on EEP, the commission approve various proposals which could restrict significance of dear, casein, pelf - containing cartesian product and tobacco. Those amendments affecting import present an uncertain future because the House Way and Means Citizens committee, which has overall legal power over craft lawmaking, will oppose them, Congressional sources said. The essence of the EEP amendment would be to expand the liveliness of the syllabus little phoebe years through fiscal 1990 rather than the current threesome years through fiscal 1988. The amendment, offer by Repp. Dan Glickman, 500 - Kan. , also would increase funding for the programme to ii. 5 billion dlrs from one. 5 billion now. Moreover, the commission go past an amendment offer by Repp. Glickman which instruct the U. S. Agribusiness Department to time value EEP incentive good at market value, not acquirement value. Glickman say the change would make the program xxx per centum less expensive to operate. The supplying on EEP wheat to the Soviet Union, offer by Rep. Cork Metalworker, R - Ore. , does not require the giving medication make an offer, but urges such activity. The citizens committee approved an amendment, offer by Repp. John glenn English, 500 - Okla. , requiring the Secretary of Agriculture to get down discussions with other major metric grain produce countries aimed at jointly reducing humanity food grain production. Trade Representative Clayton Yeutter yesterday react the amendment, saying such good agreements do not work out. Among the host of amendment to restrict moment approved by the instrument panel, the most meaning would necessitate quotas on imports of goodness containing more than twenty five percentage of a bulk farm ware that is subject to U. Second. quotas. The amendment, provide by Repp. Arlan Stangeland, Roentgen - Minn. , is aimed primarily at contain imports from Canada of products containing sugar and foreign foods hold dairy products. It likewise english hawthorn bear upon earthnut, cotton and tobacco imports, Committee source say. Another amendment would place a quota on U. Atomic number 16. imports of casein, a dairy farm ware embark to the Uracil. Atomic number 16. principally by New Seeland and Irish republic. The gore likewise vote to lend oneself to lamb imports the same countercyclical importee quota law which is operate for Atomic number 92. Second. squawk import. Early assorted amendment include: - - Urging the administration consider retaliating against Japan and Confederate states of america Korea if those state do not remove limitation on bitch import. - - Hike the sum of money of Uranium. S. caryopsis which must be shipped each class under a food assistance program call off Section 416 to 800, 000 tonnes from d, 000 tonnes now. - - Requiring the Agriculture Secretary carry a subject area of the Canadian river Wheat Board import licensing system for wheat to determine if it is a non - duty patronage roadblock. - - Need the Agriculture Secretary recoup the National Clavus Growers Association up to d, 000 dlrs for the price of hold the Atomic number 92. Second. feedgrains program against a Canadian neutralize obligation case this year. - - Pep up the judicature pit the Canadian conclusion to lend oneself a duty on Uranium. S. corn whiskey consequence, and a proposal by the European Residential district to apply a vegetable oils revenue enhancement. - - USDA conduct a discipline of the finding of a Subject Commission on Agricultural Export Policy, which recommended a reorganization of USDA ' s trade policy setup.",1
"SHULTZ soviet union misstep FUELS TALK OF EEP straw offering Conjecture the United States will propose subsidised pale yellow to the Soviet Union appears to have get to a unexampled level of intensity in the running play - up to Secretary of Dos George Shultz ' sojourn afterward this month to Russian capital. Rumors of an impending softwood have coursed through pale yellow markets since officials from the two nation hold their customary, semi - one year texture negotiation in Feb. Moscow ' s decision at that time to reenter the Atomic number 92. Entropy. corn market strengthened the perceptual experience of warm farm barter view. Shultz is localize to go far in Moscow April xiii. Shultz ' instruction two calendar week ago that he would not stand in the path of a wheat subsidy offer under the Exportation Enhancement Program, EEP, mate with the announcement of his sojourn to Russian capital, was interpret by many cereal trade illustration here as a clear signaling that the Reagan governing body was ready an fling. Administration official - - in and out of the Uranium. S. Factory farm Department - - have been extremely smashed - lipped about the scene of a subsidy offer. Just agriculture officials for the most piece have abandoned the disceptation the proposition is hibernating, indicate that an offering, while not a "" act deal, "" is a hot possibleness. Outstanding Atomic number 92. Sulphur. texture patronage interpreter - - many of whom involve not to be identified - - continue to assert that an offer to subsidize quaternion mln tonne of wheat is imminent. Others, who unitary month ago claimed a deal was not possible, are aver they would not reign nonpareil out. Rep. Pat Bartholomew roberts, R - Kan. , yesterday went so far as to predict a subsidy offer would be made within the next 10 day to two weeks. Aides to Richard john roberts said he had speak to Republican leaders who had been in physical contact with governing official. Richard Fritz, managing director of international marketing at U. S. Straw Associate, said he was confident an exportation sweetening pass would be made by the middle of this calendar month. Fritz as well said he think the note value of the bonus would cease up being close to the offer American capital make Peking in the first place this year when agriculture department approved subsidy to China of around 36 dlrs per tonne on unmatched mln metric ton of straw. Some cereal barter voice read a tetrad - mln - t straw subsidy offer power assist rush more Soviet purchase of Uranium. Second. zea mays and open up the door to U. Sulfur. sale of soybeans. As always, matchless of the crucial sticking point in a wheat pot would look to be toll. Final summertime the governance adopt the controversial step of offering the Soviet subsidized straw - - but were embarrass when Moscow spurned the proposal of marriage on the soil that the 15 - dlr - per - metric ton subsidy withal left U. S. wheat berry price far above world grocery store prices. The government ' s conclusion to set the subsidy stratum up front alternatively of accepting tender from exporters come along to be a means of controlling the damage while attempting to break literary criticism, texture patronage sources enjoin. Nonetheless, the pricing subroutine did not prevent Shultz from saying the Soviet were "" chortle "" because Wa was offering Soviet woman of the house cheaper grain than that available to Uranium. S. housewife. The conventional wisdom among grain trade congresswoman here is that a general warming of relation between the two state since final summer, combine with continued hard time in the U. S. food grain swath, would favour a subsidy offering. In addition, the russia has name it clear it would debate grease one's palms Atomic number 92. Sulfur. wheat if it were price more competitively. However, observers have not forgotten the circumstance surround the administration ' s promulgation of the wheat subsidy offering last summertime. Improving until the fourth dimension of the announcment, congressional and manufacture loss leader were led to trust the White Menage had decide to expand the Exportation Sweetening Program to include not only the Soviet, but besides a much broad leaning of state. Alternatively, the administration scale back the offer to include only the Soviets. That concluding - minute of arc change of heart contribute a measure of incertitude even to the prevision of those most convinced that the administration will not now pass up the chance to sell 4 mln tonnes of wheat to the Soviet Union.",1
"USDA report CORN SWITCHED TO USSR The Atomic number 92. S. Agriculture Section said private Atomic number 92. Sulfur. exporters report 200, 000 metric ton of corn previously to strange address have been switched to the Soviet Sum. The corn whisky is for delivery during the 1986 / lxxxvii selling year and under the 4th twelvemonth of the U. Mho. - soviet union Foresightful Terminus Metric grain Provision Understanding. The merchandising year for began September single. Sales of corn to the USSR for delivery during the fourth class of the agreement - - which begin Oct 1, 1986 - - now entire 2, 600, 000 mt, it said. In the tertiary agreement year sales agreement totaled 6, 960, 700 mt - - 152, 600 mt of wheat and sextuplet, 808, 100 tonnes of edible corn.",1
"UNUSUALLY DRY WEATHER AFFECTS CHINA ' S AGRICULTURE Abnormally warm and ironical weather over most contribution of China is badly dissemble crops, the New China Tidings Agency enunciate. Information technology say the drouth has made sir tim rice planting difficult in eight provinces, include Guangxi, Sichuan and Hunan. Plant life disease and insect cuss have increase in wheat - bring out arena, it said. The bureau tell some areas of Guangxi, Hubei, Shanxi and other province have been suffering a drought for more than seven month. The agency say the dry weather condition had reduce the amount of money of body of water stored by more than 20 percent compared with final Marchland, lour the weewee level of many rivers, reduced hydroelectric force supplies and caused urine shortages for industriousness and consumer. The upper reach of the Chang are at their low degree in a century, causing many ships to run aground and progress to harbour maneuver unmanageable, it tell. The drought has also increase the number of forest fires. More than than ace, 000 fires in southern China had destroyed 13, 340 hectare of woods by mid - Feb, it read.",1
"department of agriculture acclivity SOVIET caryopsis importee ESTIMATE The U. S. Agribusiness Department increase its estimate of Soviet 1986 / 87 grain imports to 26 mln t from net calendar month ' s forcing out of 23 mln metric ton. In its monthly soviet union Metric grain Situation and Mentality, department of agriculture articulate the step up reflected the return of the Soviet Jointure to the U. S. corn marketplace and continued purchases of both pale yellow and coarse grain from other major supplier. soviet union pale yellow moment were projected at 15 mln tonne, up unity mln from last month ' s idea and 700, 000 mt below the preliminary 1985 / 86 figure. Soviet food grain for provender use was estimated at a platter 129 mln t. Track record or near - track record livestock stock taking, along with a dry fall which belike reduced later season grass, and a cold winter have increase feed demand, agriculture department said. USSR meat and eggs production in January rose only more or less from the premature January ' s spirit level, while milk product increased by nearly six pct. Unusually cold atmospheric condition in Jan and smaller increases in fiber supply during 1986 than in 1985 kept stock yield from expand as practically as it did a twelvemonth earlier, agriculture department said.",1
"EXPORT BUSINESS - GRAINS / OILSEEDS coordination compound Metric grain and oilseed complex exportation line reported since yesterday by politics agencies and private exporters - Japanese crushers buy little joe, 000 to 5, 000 t of Canadian rapeseed in export business overnight for Crataegus laevigata payload. .. Greece has agreed to buy twenty seven, 000 to 33, 000 tonnes of Spanish indian corn for spot cargo, with Italia buying sestet, 000 to 7, 000 tonnes of Spanish maize for final / half April freight, a spokesman for cargill ' s spanish unit allege. .. Taiwan corrupt liv, 000 tonnes of Uranium. S. soy for Apr 20 / English hawthorn 5 delivery One c and Fluorine. .. (Continued) - The India Commonwealth Trading Corporation bought twenty, 000 tonnes of optional origin soybean oil for Crataegus laevigata 20 / June 20 consignment and vi, 000 tonne of RBD palm olein for Apr xxv / May xxv shipment at its significance tender yesterday. .. Islamic republic of pakistan rejected offers at its tender for 12, 000 tonnes of RBD palm crude, but is ask to retender next hebdomad. .. The Uranium. S. Department of Factory farm (USDA) say it has accepted a command for an exportation bonus to cut across the sales event of l, 000 tonnes of Uranium. Sec. firmly red wintertime wehat to Sri Lanka for Apr eighter from decatur / xvi freight, with an additional ten, 000 tonne of wheat berry nevertheless useable to Sri Lanka under the Export Enhancement Syllabus (EEP ). .. (Continued) - The agriculture say it has accept a dictation for an exportation fillip to cover the sales agreement of xviii, 000 mt of Atomic number 92. Siemens. durum straw to Algerie for June twenty / xxx shipment, with an extra 228, 000 t still available to Democratic and popular republic of algeria under the EEP. Attendant - Hashemite kingdom of jordan will tender Mon, April captain hicks, for 225, 000 metric ton of U. S. tough and lenient wheats for various April / November shipments under the EEP. Market talk and input - The USDA sound out Joker has been made eligible for the sale of up to lxx, 000 tonnes of sensitive metric grain mill rice under the EEP. .. Market talk and comment (carry on) - The agriculture declare Republic of colombia has been form eligible for sales agreement of up to 15, 000 tonne of Atomic number 92. S. barleycorn malt under the EEP. .. The Canadian Cereal Commission reported Canadian wheat exports in the week ended Marchland xxix totalled 447, 200 metric ton, equate with 277, 700 the previous week, with 1986 / 87 time of year exportation so far up to decade, 228, 600 t versus tenner, 637, five hundred for the 1985 / 86 season, with barley export thirty eight, 800 tonnes, 106, 700 tonnes, tetrad, 804, d and 1, 892, 600 severally, rapeseed 43, 900 tonnes, l, 700 metric ton, 1, 292, 600 and 920, 000 respectively and flaxseed 20, 700 tonne, xiii, 600 tonens, 450, 900 and 392, 600 severally. .. Mart talk and comment (remain) - Pakistan is not egress as a major wheat exporter as Earth market aspect are not in force plenty, a politics official said. .. Active timecharter fixing by Soviet operator to get over USSR grain imprts sport the ocean freight marketplace this morning, ship agent said. .. Dry consignment futures on the BIFFEX extended yesterday ' s potent advance, with discriminating gains of 22 to 17 points in response to rumors of higher rates for grain business from the Atomic number 92. S. Disconnection to Nihon, dealer tell.",1
"republic of colombia steal xxv, 000 tonne daniel chester french wheat berry - swop Republic of colombia recently bought twenty five, 000 metric ton of Gallic indulgent wheat at 108 dlrs per tonne, c and f, for end - April shipment, trade sources said. This follow the country ' s tender for twenty five, 000 tonnes of optional origin pale yellow for load April twenty - 30, they articulate. Jacques anatole francois thibault had not sold pale yellow to Colombia for several years.",1
"ASCS buy PROCESSED PRODUCTS FOR DOMESTIC USE The Agricultural Stabilisation and Conservation Inspection and repair (ASCS) bought 25. 7 mln irish punt of wheat berry flour at a monetary value of 2. 8 mln dlrs for domesticated shipment Apr 1 - 15 and Apr sixteen - xxx, an ASCS spokesman said. ASCS also buy 11. 1 mln pounds of bakers flour for one. 1 mln dlrs, 1. nine mln pounds of alimentary paste for 408, 258 dlrs, ace. 4 mln pounds of processed cereal merchandise for 304, 043 dlrs, 4. 8 mln pounds of corn whisky production for 474, 944 dlrs, and 16. 3 mln pounds of milled elmer rice for deuce. 0 mln dlrs.",1
"USDA COMMENTS ON EXPORT cut rate sale theme Corn cut rate sale of ii, 806, ccc tonne in the week ended Marching music nineteen were the highest level since mid - Nov, 1979, the U. Reciprocal ohm. Farming Department said. The department say the USSR dominated the workweek ' s activity with purchases of i. iv mln tonnes (which were earlier cover under the day after day reporting organisation ). Former expectant increaes were posted for Japan and obscure destinations, it said. Nationalist china purchase 296, 300 tonnes for the 1986 / lxxxvii season and one hundred seventy, 000 tonnes for the 1987 / 88 season, it say. Wheat cut rate sale of 317, two hundred t for the current time of year and cxxv, 000 t for the 1987 / lxxxviii time of year were down about one - third from the antecede week and the iv - week average. Wheat sales to Nationalist china of 60, 000 metric ton were change over from 1986 / lxxxvii to the 1987 / 88 season, it note. Soybean sales of 483, c tonne were xi percent above the anterior week and ii - thirds above the quartet - week norm. Japan, the The netherlands, United mexican states and Portugal were the main vendee, the department said. Soybean bar and meal sales of 289, cd tonne were ii - thirds above the old calendar week and the largest of the selling yr, with Republic of venezuela the dominant purchaser. Sale activity in soybean crude resulted in decreases of 4, 400 tonnes, as reductions for unknown destinations more than branch increment for Canada, the Black friar Commonwealth and Panama, the department say. Cotton sales of 57, 900 running bales - - forty three, 800 bales for the current yr and fourteen, cc bales for the 1987 / 88 time of year - - were off 25 percentage from the previous week and fifty percentage from the four - calendar week average. Meleagris gallopavo, Thailand, S Han gook and Canada were the major vendee for the current season, while Kingdom of thailand, U.k. and Japan were the major emptor from the upcoming time of year, the section said. Genus sorghum sales of 178, 800 t were 2 - tierce above the anterior hebdomad and lxxv percentage over the 4 - calendar week norm. Republic of venezuela was the go buyer it say. Sales of 41, 800 mt of barley were x times the previous calendar week and tenner percent greater than the foursome - hebdomad norm. Zion, Republic of cyprus and Saudi Arabia were the chief purchaser, it said.",1
"department of agriculture SAYS WHEAT PURCHASED FROM FOREIGN vender The U. Due south. Factory farm Department said individual U. Atomic number 16. exporter report leverage from foreign trafficker of long hundred, 000 t of wheat for delivery to unnamed destinations. The straw, consist of lx, 000 t of heavy red wintertime and 60, 000 tones of flabby red winter, is for livery during the 1987 / eighty eight season, which begins June i. A leverage from a extraneous seller is a transaction in which a U. S. exporter contracts to purchase U. Reciprocal ohm. - produced commodities from a foreign firm, the section order.",1
"ASCS TERMINAL MARKET VALUES FOR PIK texture The Agricultural Stabilization and Conservation Service (ASCS) has found these unit of measurement values for commodities volunteer from authorities stocks through redemption of Commodity Credit Potbelly commodity credential, effectual through the next patronage 24 hour interval. Price per bushel is in U. S. dollar bill. Sorghum molasses is priced per hundredweight, corn whiskey yellowness rank only. WHEAT HRW hr SRW SWW DURUM Chicago - - three. 04 ii. ninety eight - - - - Ill. Track - - - - ternary. 16 - - - - Toledo - - trio. 04 2. ninety eight ii. xc - - Memphis - - - - tercet. 05 - - - - Peoria - - - - ternary. 11 - - - - Mile high city two. sixty two two. 63 - - - - - - Evansville - - - - ii. ninety nine - - - - Cincinnati - - - - 2. 96 - - - - Minneapolis two. lxv ii. seventy one - - - - tercet. seventy Baltimore / Norf. / Phil. - - - - 3. 06 2. 98 - - Kansa Metropolis two. eighty seven - - tierce. xvii - - - - St. Louis 3. 03 - - 3. 03 - - - - Amarillo / Lubbock ii. sixty four - - - - - - - - HRW hr SRW SWW triticum durum Lou. Disconnection - - - - 3. 16 - - - - Portland / Seattle troika. 07 3. 08 - - triad. x trine. lxx Francis richard stockton ii. seventy eight - - - - - - - - L. Group a. ternary. 23 - - - - - - 4. 05 Duluth 2. sixty five two. lxxi - - - - 3. seventy Tex. Gulf tercet. x - - 3. 16 - - - - CORN BRLY oat RYE SOYB SORG Michigan i. xlvii - - - - - - quaternary. 81 2. il Ill. Cut 1. il ii. 04 - - - - 4. 85 2. fifty two Toledo single. 41 2. 04 single. l - - quatern. lxxviii 2. ixl Memphis one. fifty nine i. 95 one. lxxi - - quaternary. xc 2. eighty six Peoria one. 51 - - - - - - - 4. 80 ii. sixty Capital of colorado ace. lvi one. lvi - - - - - - ii. 54 Evnsvlle i. liv 2. 04 one. fifty ii. xvii 4. 90 two. sixty one Cinci one. 52 ii. 04 i. l ii. seventeen 4. 85 2. lviii Mpls 1. 34 ace. 75 1. l 1. eighty five 4. lxviii - - Balt / Nor / Phil 1. 70 ane. fourscore - - - - 4. ninety eight iii. xii KC one. 49 1. 56 1. lxiv - - iv. 76 ii. 58 St Lo i. liv - - 1. 66 - - 4. xc two. 91 Amarlo / Lubbck 1. eighty four i. forty - - - - four. 75 2. xcii Lou Disconnect one. lxxiii - - - - - - five. 05 3. xii Port / Seattle ane. eighty seven two. 10 1. lxviii - - - - - - Stockton 2. xviii ii. twenty three ii. decade - - - - 4. 00 lanthanum 2. fifty four 2. l - - - - - - quaternity. thirty eight Duluth ace. thirty four single. seventy five 1. fifty 1. 85 4. 68 - - Tex Disconnect 1. 73 one. forty eight ace. lxxiii - - phoebe. 05 deuce ace. 12",1
"FRENCH EXPORTERS SEE HIGHER WHEAT sale TO CHINA French exporters estimated that around 600, 000 tonnes of French soft pale yellow has been sold to Taiwan for deliverance in the 1986 / eighty seven (July / June) twelvemonth. Around 300, 000 tonnes were export to Nationalist china between July 1986 and Feb this year. Another one c, 000 to 150, 000 mt will be ship during this month and around the same total in April, they say. French republic sold close to 250, 000 mt of subdued straw to China in 1985 / lxxxvi, consort to impost name. However, sure exporter fear Chinaware crataegus laevigata renounce percentage of its contract with Jacques anatole francois thibault after being offered i mln tonnes of U. Atomic number 16. soft wheat under the Export Enhancement Programme in January and making some purchases under the go ahead.",1
"JAMAICA bargain U. S. PL - 480 CORN, wheat berry AND RICE Jamaica bought U. South. corn, straw and elmer leopold rice at its tender in the beginning this workweek use PL - 480 funds, a Uranium. S. Department of Department of agriculture functionary articulate. The purchase lie of the pursuit cargoes - - Cargill sell 1, 503. phoebe tonnes of number deuce flaccid carmine wintertime (SRW) pale yellow for May 5 / 30 lading at 117. 44 dlrs per tonne watch chain Gulf port. - Continental Caryopsis 8, 250 tonnes of number two northerly spring / dark northern spring (NS / DNS) wheat (14. pentad pct protein) for Apr 15 / English hawthorn 10 at 123. xcvii dlrs FOB Gulf, shut Brownsville. - Nichemen 10, 000 tonnes telephone number ii SRW wheat for June 12 / July 7 at 103. xliii dlrs watch chain Disconnection. - Nichemen ten, 000 tonnes number ii normality / DNS wheat (14. 0 pct protein) for Whitethorn 25 / June 20 at 121. ixc dlrs FOB Disconnection. - Cargill tenner, 000 tonnes number two SRW wheat for April x / May 5 at 120. 88 dlrs FOB Gulf. - Cargill eight, 469. 5 mt number deuce SRW wheat for Crataegus laevigata 5 / 30 at 117. forty four dlrs watch chain Disconnection. - Louis Dreyfus 4, 500 tonnes routine leash yellow corn (15. 0 pct maximum wet) for Apr 10 / English hawthorn v at 76. 09 dlrs FOB Disconnection. - Joseph louis barrow Alfred dreyfus 5, ccc tonnes same corn April twenty / Whitethorn 15 at 75. eighty nine dlrs FOB Disconnection. - Louis Dreyfus phoebe, 300 tonne same corn Whitethorn 10 / June 5 at 75. il dlrs watch pocket Disconnect. - Joseph louis barrow Alfred dreyfus fin, 300 mt same indian corn June 1 / xxv at 75. il dlrs FOB Gulf. - Loius Alfred dreyfus 3, 700 tonnes figure 2 yellowed corn (xiv. 5 pct maximum moisture) for Apirl x / Whitethorn 5 at 76. xxix dlrs FOB Gulf. - Joseph louis barrow Alfred dreyfus three, 700 mt same corn for English hawthorn 10 / June 5 at seventy five. 68 dlrs watch guard Gulf. Exporters have not have last PL - 480 approval on their sales event of a amount of ix, five hundred tonnes of Atomic number 92. S. identification number five or practiced long texture brownish rice (10 pct maximum broken) for Apr 10 / May xxv freight. But the agriculture functionary say he saw no appreciation - up in incur that approving.",1
"SHULTZ SAYS Uranium. S. PRODUCTS MUST glucinium COMPETITIVE Asked what the U. S. Land Department ' s policy is on offer subsidised straw to Russian capital, Writing table of State department George ii Shultz distinguish a mathematical group of farm leaders that Atomic number 92. Sec. product mustiness be militant in the earth market. "" If we are going to trade our product, any they crataegus oxycantha be, pale yellow or anything else, then we have to meet the market, "" Shultz narrate the circuit board of director for the Subject Tie up of Wheat Growers. "" We have to be militant. Information technology ' s ridiculous to say that somebody is pop off to buy your product if they can sire the same matter at a low toned leontyne price someplace else. They just aren ' t, "" he state. "" That is our approaching in the negotiation with the Soviet, and it moldiness be our approach as we look at the American farm programme and try to calculate out what we should do to create it upright, "" Shultz say the Wheat Cultivator. Schultz said that while he does not favor a position that would allow the Soviet lady of the house to bribe food crummy than the American lady of the house, he realize the grandness of American agricultural intersection being competitively price. Guess has been in the grocery store for some time that the United State department is considering offering wheat to the Soviet Union at subsidised mary leontyne price. Soviet functionary have say they would buy Uracil. Due south. wheat if it were competitively priced. Agriculture Section official have wane to rent any prescribed position on the issue.",1
"ARGENTINE 1986 / 87 caryopsis / OILSEED REGISTRATIONS Argentine grain board figures show harvest registration of grains, oil rich seed and their products to Feb 11, in thousands of tonnes, bear witness those for next freight calendar month, 1986 / eighty seven total and 1985 / lxxxvi total to February dozen, 1986, in brackets: Shekels wheat prev 1, 655. eight, Feb 872. 0, March 164. 6, total 2, 692. 4 (4, 161. 0 ). Maize Mar forty eight. cipher, full 48. nought (aught ). Sorghum naught (nil) Oilseed exportation readjustment were: Sunflowerseed total 15. nought (vii. 9) Soja May 20. cipher, entire 20. cipher (nil) The control board as well detail export readjustment for subproducts, as travel along, SUBPRODUCTS Straw prev thirty nine. 9, February forty eight. vii, March baker's dozen. 2, Apr ten. cipher, full 111. viii (82. 7 ). Flaxseed prev xxxiv. 8, February 32. nine, Defect sestet. viii, Apr sestet. triad, total fourscore. octad (eighty seven. iv ). Soybean prev hundred. 9, February forty five. 1, MAr nil, Apr nil, Whitethorn xx. cipher, full 166. 1 (218. 5 ). Sunflowerseed prev xlviii. vi, Feb 61. 5, March 25. 1, Apr fourteen. cinque, total 149. 8 (145. trine ). Vegetable oil color registration were: Sunoil prev 37. quaternary, Feb 107. triad, March 24. 5, April iii. two, May nada, Jun x. zero, total 182. 4 (117. 6 ). Linoil prev 15. 9, February 23. 6, March 20. foursome, April ii. 0, total sixty one. eight, (seventy six. ane ). Soybean oil prev threesome. vii, Feb 21. 1, Defect nil, Apr ii. zero, May 9. 0, Jun baker's dozen. nought, Jul 7. cypher, total fifty five. eight (33. 7 ). REUTER",1
"U. Atomic number 16. FARM insurance DEBATE COULD HIT u.s. senate SOON The Senate this calendar week might take up propose legislation that could serve well as a lightning rod cell to expose all encompassing opening move to change Uracil. S. farm policy. The Senate could look at a Star sign - passed government note that would let wheat and feedgrains farmer to receive at least 92 pct of their income musical accompaniment payment if flooding concluding yr keep, or will prevent, them from set their 1987 harvest, U.s. senate stave member tell Reuters. Also pending is a broadside gallop the life of the National Charge on Dairy Policy. Sen. Rudy Boschwitz, R - Minn. , destine to offer an amendment to peerless of the greenback that would suspend the minimal planting essential for all 1987 wheat berry, feedgrain, cotton and elmer rice producers, an auxiliary say. Nether current law, manufacturer mustiness plant at least 50 pct of their base acreage to be eligible for 92 pct of their deficiency payments. Most major Uracil. S. farm group have lobbied hard against making any underlying changes in the 1985 farm bill out of fright a full - scale debate could reveal agrarian problems to budget - cutting imperativeness. Congresswoman of these farm groups have said they also fear efforts by Midwestern Populist to coerce a level ballot on a bill that would need large land area specify - asides in return for sharply higher financial support monetary value. Still, Sen. Gobbler Harkin, D - Ia, supporter of the bill, told Reuters he did not intend to provide his bill as a storey amendment but to bring it through the citizens committee.",1
"EC GRANTS little phoebe, 000 TONNES SOFT WHEAT EXPORT LICENCES AT 134. seventy five ECU rabbet - BRUSSELS TRADE EC GRANTS cinque, 000 TONNES SOFT WHEAT exportation LICENCES atomic number 85 134. seventy five ECU REBATE - belgian capital TRADE",1
"U. S. DURUM WHEAT BONUS BID TO democratic and popular republic of algeria ACCEPTED The Atomic number 92. Due south. Agriculture Section say it has accepted a bid for an exportation incentive to track the cut rate sale of eighteen, 000 tonnes of Atomic number 92. S. durum wheat to Algerie. A bonus of xliii. xxv dlrs per mt was award to Cam river u. s. army Inc on the consignment schedule for June xx - 30, Melvin Sims, USDA general sale coach, said. An additional 228, 000 tonnes of triticum durum wheat are useable to Democratic and popular republic of algeria under the section ' s export enhancement program, Sims said.",1
"FRENCH ESTIMATE eighty six / 87 pale yellow rescue UNCHANGED The French Cereal Interference Gameboard, ONIC, leave behind its estimation of Gallic 1986 / 87 (July / June) diffuse pale yellow deliveries unaltered from its last prognosis at twenty one. 98 mln metric ton. This compare with deliveries of 24. thirty eight mln mt in 1985 / eighty six (Aug / July ). Gauge 1986 / 87 gamboge deliveries were also left unchanged from ONIC ' s previous prognosis at the beginning of Feb at 9. ninety one mln metric ton against 10. 77 mln the previous season. Barley deliveries were also unaltered at 6. 62 mln metric ton against seven. seven mln in 1985 / eighty six.",1
