label,text
1,"WORLD CROP WEATHER SUMMARY -- USDA/NOAA
  Dry weather covered most European
  crop areas in the week ended March 14, except for those in
  southwestern France, southern Italy, and Greece, the Joint
  Agricultural Weather Facility of the U.S. Agriculture and
  Commerce Departments said.
      In its International Weather and Crop sumary, the agency
  said mixed rain and snow covered Greece.
      Winter grains in England, France, and northern Italy
  remained dormant. Grains usuaually break dormancy in March.
      Winter grains in Eastern Europe usually break dormancy in
  early April, it said.
      Showers improved irrigation supplies in winter wheat areas
  of northern Pakistan and northern India, it said.
      Normally, wheat harvesting is well underwaty in central
  India and just beginnning to the north, ending in most areas by
  late April.
      Showers improved irrigation supplies in southern India,
  reversing February's below-normal trend.
      Summer rice is usually in or nearing reproduction in most
  southern areas, it said.
      In the Philippines, most rainfall was restricted to the
  central islands, continuing February's drying trend in Luzon
  and southern Mindanao.
      Locally heavy showers dotted Indonesia and Malaysia as
  rainfall generally decreased eastward through the islands.
      In February locally heavy showers may have caused flooding
  in Java, it said.
      The second cnsecutive week of dry weather stressed Moroccan
  winter grains, approaching teh heading stage, the agency said.
      Light to moderate rain spread from northern Thailand to
  Northern Vietnam as dry weather prevailed elsewhere in
  Southeast Asia.
      Dry weather covered winter grain areas in western and
  central Algeria, but soil moisture was likely adequate to meet
  crop demands, it said.
      Light showers in eastern Algeria and Tunisia maintained
  adequate moisture for crop growth, it said.
      Timely rains will be needed in the next several weeks as
  winter grains advance through the critical reproductive phase,
  the agency said.
  

"
1,"U.S. EXPORTERS REPORT 455,000 TONNES  OF WHEAT SOLD TO CHINA FOR 1986/87 AND 1987/88

  U.S. EXPORTERS REPORT 455,000 TONNES  OF WHEAT SOLD TO CHINA FOR 1986/87 AND 1987/88
  

"
1,"U.K. WHEAT AND BARLEY EXPORTS ADJUSTED UPWARDS
  The U.K. Exported 612,000 tonnes of
  wheat and 498,800 tonnes of barley in February, the Home Grown
  Cereals Authority (HGCA) said.
      Based on the previous provisional figures issued for
  February, wheat exports were increased by 480,200 tonnes and
  barley by 283,800 tonnes.
      The new figures bring cumulative wheat exports for the
  period July 1-March 13 to 3.66 mln tonnes and barley to 3.50
  mln, compared with 1.47 and 2.09 mln tonnes respectively last
  season.
  

"
0,"EC TO ABOLISH TAX ON SPANISH MAIZE EXPORTS
  The European Community Commission has
  decided to abolish a special tax of eight Ecus per tonne
  imposed on exports of Spanish maize, Commission sources said.
      They said the tax, which applies to Spanish sales to EC and
  non-EC countries alike, would no longer be required on exports
  from Spanish ports south of Valencia.
      The decision was taken at a meeting of the authority's
  cereals management committee today.
      The tax had been introduced last September at the same time
  as a subsidy of eight Ecus per tonne was brought in for exports
  of maize to Spain from other EC member countries.
      The aim of the tax was to prevent the maize imported into
  Spain from the other EC states with the help of subsidies from
  being reexported back to them.
      The sources added that Spain had received no answer from
  the committee to its request that tenders be opened for the
  sale to third countries of 450,000 tonnes of maize.
      The request will be considered at the committee's next
  meeting, the commission sources said.
      Madrid estimates that it needs to import 1.7 mln tonnes of
  maize this year, while an EC-U.S. accord guarantees non-EC
  producer sales to Spain of two mln tonnes of maize and 300,000
  tonnes of sorghum annually for the next four years.
  

"
0,"CANADA RULING ON U.S. CORN INJURY DUE THIS WEEK
  The Canadian government is expected
  to announce later this week its final ruling whether U.S. corn
  exports to Canada have injured Ontario corn growers, U.S.
  government and farm group representatives said.
      The deadline for a final determination is March 7.
      U.S. officials said they are encouraged by the outcome in a
  similar case covering European pasta imports. In that case,
  Canada decided pasta imports, which take about ten pct of the
  Canadian market, did not injure domestic producers. U.S. corn
  exports represent only about five pct of the Canadian market.
      Canada slapped a 1.05 dlrs per bushel duty on U.S. corn
  imports in November 1986, but reduced the duty to 85 cts last
  month because the Canadian government said U.S. subsidies to 
  corn producers were less than Canada earlier estimated.
  

"
1,"CONGRESSMAN URGES WHEAT EEP TO SOVIET UNION
  Kansas Republican Congressman Pat
  Roberts urged the Reagan administration to offer export
  enhancement program, eep, subsidies to the Soviet Union.
      Speaking at a House foreign agriculture subcommittee,
  Roberts said the U.S. has offered eep to China and Poland, and
  should also include the Soviet Union.
      Rep. Roberts said there had been some talk that the issue
  of an eep to Moscow had not been raised within the Reagan
  administration recently because Secretary of State George
  Shultz was out of the country.
      ""That very well may be the case,"" said Tom Kay, U.S.
  Agriculture Department Foreign Agricultural Service
  administrator. However, Kay told Reuters later that his reply
  to Roberts was not based on any particular knowledge.
      Rep. Roberts urged Kay to convey to top officials of the
  USDA that some in Congress favor a wheat eep to Moscow.
      ""I'd be delighted to deliver the message,"" Kay replied.
      Earlier, Kay had repeated Agriculture Secretary Richard
  Lyng's statement last week that ""the door is not yet closed on
  an eep to the Soviet Union.""
  

"
1,"PL 480 COMMODITIES FOR HONDURAS -- USDA
  The United States has signed a
  Public Law 480 agreement with Honduras to provide for the sale
  of 12.0 mln dlrs worth of U.S. agricultural commodities, the
  U.S. Agriculture Department said.
      The agreement, signed March 11, provides for the sale of
  about 75,000 tonnes of wheat/wheat flour worth 8.5 mln dlrs,
  15,000 tonnes of corn/sorghum worth 1.5 mln dlrs and 6,000
  tonnes of tallow worth 2.0 mln dlrs, the department said.
      The commodities will be supplied in the current fiscal
  year, ending September 30, and sales will be by private U.S.
  traders on a competitive bid basis.
      Purchase authorizations will be announced as issued.
  

"
1,"LYNG SAYS NO DECISION ON SOVIET EEP OFFER
  U.S. Agriculture Secretary Richard
  Lyng said the Reagan administration had not decided on offering
  the Soviet Union subsidized wheat but that such an offer had
  not been ruled out.
      In an interview with Reuters, Lyng also said that he had no
  knowledge of any upcoming discussion of the matter within the
  cabinet.
      Asked if the administration had ruled out offering to
  subsidize wheat exports to the Soviet Union under the
  department's export enhancement program, Lyng said, ""No. We
  haven't made a decision on it, haven't even talked about it,
  haven't even looked at it.""
      Reminded that there have been reports that Moscow would buy
  U.S. wheat if competitively priced, Lyng responded, ""If they
  (the Soviets) would offer to buy some wheat, would we accept
  it? It would depend on what price they offered.""
      Lyng added that he did not think the price of U.S. wheat
  was far off the world price.
      Asked about persistent speculation that the administration
  would offer Moscow a wheat subsidy, Lyng said, ""Some people
  think they're doing it to see if they can get a little spurt in
  the market.""
      Agriculture Undersecretary Daniel Amstutz last week asked
  the Commodity Futures Trading Commission to investigate reports
  that wheat prices were being manipulated by reports that a U.S.
  wheat subsidy offer was imminent.
  

"
0,"SOUTH AFRICAN MAIZE ESTIMATE CALLED CONSERVATIVE
  The South African government's
  maize production estimate of 7.8 mln tonnes for the current
  year is ""rather too conservative,"" leading grain and produce
  merchants Kahn and Kahn Pty Ltd said.
      The company, in a detailed report, estimated the harvest as
  high as 8.3 mln tonnes and said if this forecast is met the
  ostensible surplus for export will be approximately 2.25 mln
  tonnes.
      ""This paradoxically is creating a problem for the Maize
  Board,"" Kahn and Kahn said.
      It said the maize export price currently is depressed and
  the board is ""probably confronted with the necessity to maintain
  or slightly increase the internal price of maize again...To
  offset the ostensible loss which must be faced"" on exporting
  surplus amounts.
  

"
1,"CHINESE CROPS HIT BY FROST, SNOW AND RAIN IN MARCH
  Wheat and rapeseed crops in east China
  suffered considerable damage because of frost during a spell of
  unusually cold weather in late March, the China Daily said.
      It said average temperatures for the last 10 days of March
  in most of east China were three to five degrees centigrade
  below average. Snow fell in Jiangsu, Anhui, Hubei and Henan,
  making early rice sowing difficult.
      Heavy snow blanketted central and south Jilin and north
  Liaoning, leaving farmland too muddy for spring ploughing and
  sowing, the paper said.
      The paper said rainfall during the last 10 days of March in
  areas south of the Yangtze had been much higher than normal.
      Heavy rain fell last Sunday in parts of Guangdong, ending a
  particularly arid dry season and marking the start of the flood
  season, it said. It gave no further details.
      The New China News Agency said rain and snow in Henan had
  improved the prospects for wheat, sown on 4.8 mln hectares, and
  caused a drop in grain prices at rural fairs since late
  February. It gave no 1986 figures for comparison.
  

"
1,"LOUISIANA WEEKLY CROP REPORT
  The Louisiana weekly USDA state crop
  report said there were 2.4 days suitable for fieldwork.
      Soil moisture supplies rated 41 pct adequate and 59 pct
  surplus.
      Winter Wheat - fair to good condition. eight pct headed vs
  27 pct a year ago and 17 pct average.
      Corn - eight pct planted vs 64 pct a year ago and 51 pct
  average. two pct emerged vs 45 y/a and 23 avg.
      Spring Plowing - seventeen pct completed vs 66 pct a year
  ago and 48 pct avg.
  

"
0,"EGYPT TENDERS THURSDAY FOR OPTIONAL ORIGIN CORN
  Egypt will tender Thursday for
  200,000 tonnes of optional origin corn, U.S. number two or
  equivalent, 14.5 pct moisture, for late April shipment, private
  export sources said.
      Shipment will be from the Gulf or Great Lakes if U.S.
  origin, they said.
  

"
1,"EAST EUROPE WHEAT WINTERKILL POSSIBLE, ACCU SAYS
  Winter wheat crops in the
  western Soviet Union, Poland and eastern Czechoslovakia through
  northern Romania may suffer some winterkill over the next two
  nights, private forecaster Accu-Weather Inc said.
      Western USSR winter wheat areas have had only light and
  spotty snow and winterkill is possible tonight and tomorrow
  night as temperatures drop to minus 10 to 0 degrees F.
      Snow cover is scant in Poland, with only about 50 pct of
  the winter wheat areas reporting one to two inches of snow as
  of this morning.
      The remaining 50 pct of winter wheat crops do not have snow
  cover, making winterkill possible on each of the next two
  nights. Lowest temperatures will be minus 10 to 0 degrees F.
      Winter wheat areas from eastern Czechoslovakia through
  northern Romania had light snow flurries yesterday and last
  night, but amounts were an inch or less. With temperatures
  expected to fall to near 0 degrees F over the next two nights,
  some light winterkill is possible, Accu-Weather added.
  

"
1,"PARIS TRADE DETAILS EC GRAIN TENDER RESULT
  The EC Commission rejected all bids for
  free market bread-making and feed wheat and all bids for the
  special West German tender at today's weekly EC cereals tender,
  trade sources said here.
      It granted export licences for 123,000 tonnes of free
  market barley at a maximum rebate of 138.75 Ecus per tonne and
  25,000 tonnes of maize at a maximum rebate of 133.75 Ecus, they
  said.
      Licences for 100,000 tonnes of the barley were awarded to
  French trade houses, they added.
  

"
0,"U.S. CORN DEMAND GROWING IN JAPAN, SOUTH KOREA
  The recent purchase of 1.5 mln
  tonnes of U.S. corn by Japan and 600,000 tonnes by South Korea
  suggests that the two countries' demand for reliable supplies
  of corn is increasing, the U.S. Agriculture Department said.
      In its World Production and Trade Report, the department
  said that view is reinforced by the expectation of a decline in
  exportable supplies of Argentine corn and uncertainty over the
  availability of South African and Chinese corn.
      With these corn purchases, Japan is committed to buying 7.7
  mln tonnes of U.S. corn in 1986/87 (Sept-Aug), nearly 400,000
  tonnes greater than year-ago figures to date.
      South Korea's cumulative commitments amount to 2.5 mln
  tonnes, up 1.5 mln compared to last year, it said.
  

"
0,"U.S. EXPORTERS REPORT 350,000 TONNES CORN  SOLD TO UNKNOWN DESTINATIONS FOR 1986/87

  U.S. EXPORTERS REPORT 350,000 TONNES CORN  SOLD TO UNKNOWN DESTINATIONS FOR 1986/87
  

"
0,"NUMEROUS FACTORS SAID POINT TO USSR CORN BUYING
  A greater than anticipated need,
  competitive prices and political motivations could be sparking
  Soviet interest in U.S. corn, industry and government officials
  said.
      As rumors circulated through grain markets today that the
  Soviet Union has purchased an additional 1.5 mln tonnes of U.S.
  corn, industry and government sources noted a number of factors
  that make Soviet buying of U.S. corn likely.
      First, there are supply concerns. Some trade sources said
  recent speculation has been that last year's Soviet grain crop
  be revised to only 190 mln tonnes, rather than the 210 mln
  announced, therby increasing the Soviet need for grain.
      A drop in Argentine corn crop prospects could also affect
  Soviet corn buying, an Agriculture Department source said.
      Dry weather in Argentina -- a major corn supplier to the
  USSR -- and reported crop problems prompted USDA to lower its
  Argentine 1986/87 corn crop estimate this week to 11.0 mln
  tonnes, down from 11.5 mln. Argentina corn exports were also
  cut by 500,000 tonnes to 6.8 mln tonnes.
      Argentina has already committed four mln tonnes of this
  year's corn for export, a USDA official said, with two mln
  tonnes of that booked for April-June delivery to the USSR.
      ""Significant downside potential"" still exists for the
  Argentine crop, the official said, which will decrease the
  amount of additional corn that country can sell to Moscow.
      ""If the Soviet needs are greater than we have been
  thinking, then they might need more than what Argentina can
  provide during the April to June period,"" he said.
      Current competitive prices for U.S. corn have also sparked
  Soviet buying.
      U.S. corn was reported to be selling on the world market
  earlier this week for around 71 dlrs per tonne, Argentine corn
  for 67 dlrs -- a very competitive price spread, U.S. and Soviet
  sources said.
      ""This price difference makes American corn competitive,""
  Albert Melnikov, commercial counselor for the Soviet Union,
  told Reuters.
      Impending crop problems in Argentina will likely cause
  those prices to rise, and with the recently strong U.S. corn
  futures prices, the Soviets might feel corn prices have
  bottomed and that this is a good time to buy, sources said.
      Finally, some industry sources said that by buying the
  minimum amount of corn guaranteed under the U.S./USSR grains
  agreement (four mln tonnes), the Soviet Union may be hoping to
  convince the USDA to offer Moscow a subsidy on wheat.
      In an inteview with Reuters this week, USDA secretary
  Richard Lyng said that no decision had been made on a wheat
  subsidy offer, but that such an offer had not been ruled out.
  

"
1,"U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 17,683 WHEAT 20,717 CORN 36,581

  U.S. EXPORT INSPECTIONS, IN THOUS BUSHELS  SOYBEANS 17,683 WHEAT 20,717 CORN 36,581
  

"
0,"USDA REPORTS CORN SOLD SOLD TO UNKNOWN
  The U.S. Agriculture Department said
  private U.S. exporters reported sales of 104,000 tonnes of corn
  to unknown destinations for shipment in the 1986/87 marketing
  year.
      The marketing year for corn began September 1, it said.
  

"
1,"HOUSE FARM LEADER SEES BILLION DLR BUDGET CUTS
  The 1988 agriculture budget will
  have to be cut by an additional one to two billion dlrs, the
  chairman of a key house agriculture subcommittee said.
      Implementation of a 0/92 program, a tightening up of the
  use of commodity certificates, and reconstitution of farms are
  possibilities that will be studied to reduce farm spending,
  said Dan Glickman, D-Kans., chairman of the House agriculture
  subcommittee on wheat, soybeans and feedgrains.
      Speaking at the annual meeting of the National Grain and
  Feed Association, Glickman said he learned this week from the
  House budget committee that the agriculture committee will have
  to reduce the fiscal year 1988 farm budget by up to two billion
  dlrs from the 30 billion dlrs level already approved.
      Decisions on how to cut the farm budget will have to be
  made very quickly in order to make any impact on the FY 1988
  budget, Glickman added.
      Glickman also said his committee will not approve USDA's 
  proposal to cut target prices by ten pct per year.
      ""The administration's target price proposals are dead in
  the water,"" he said.
      To cut the budget, Glickman said, ""everthing is on the
  table,"" except those moves that would reduce farmers' income.
      Glickman offered a list of possibilities that his committee
  will study in order to cut farm spending.
      Implementation of a 0/92 program for 1987 winter wheat and
  1988 feedgrains crops has been introduced by Glickman, which he
  said would result in a 150-200 mln dlr savings for one year.
      Tightening up on the use of generic (in-kind, or ""pik')
  certificates will also be another option his committee will
  study, Glickman said.
      While not committing himself for or against such action, he
  said lawmakers have to examine recent government findings which
  indicate certificates cost more than cash payments.
      Glickman said rules for the reconstitution of farms and
  tightening up of the person definition for annual payment
  limitations is another option and could save 100-200 mln dlrs.
      He also said increasing acreage set-aside requirements by
  five pct for wheat and feedgrains at program sign-up was a move
  that could save about one billion dlrs, but added that he would
  not be in favor of such a change.
      Glickman also said that the Export Enhancement Program's,
  EEP, spending authority of 1.5 billion dlrs is quickly being
  used up, and Congress will have to decide whether to expand
  this program while making cuts in other areas.
      Cuts in the EEP program are unlikely, he said.
      ""I don't see right now that the EEP will be on the chopping
  block,"" Glickman said.
  

"
1,"WINTER WEATHER HURTS EAST GERMAN GRAIN - USDA
  Shifts from mild to very cold
  weather in East Germany damaged winter barley and late sown
  winter wheat in central regions and barley north of Berlin, the
  U.S. agricultural officer in East Berlin said.
      In a field report, the officer said indications were that
  winter kill might well be more than 100,000 hectares compared
  with 38,000 last year.
      He said the damage was probably more limited in southern
  and central regions and most widespread in the north.
      Damage was most severe on plants above the ground where
  little or no snow cover was present, he added.
      The officer said heavy frosts at night followed by sunshine
  during the day led to some heaving, particularly for well
  developed plants and for winter barley.
      Furthermore, as the ground surface thawed, some standing
  water occurred in the fields.
      The officer said repairing damage will probably call for
  special measures this spring in fields with damaged plants and
  where stands are thin. Harrowing, as well as well-timed
  applications of nitrogen, will be necessary, he added.
  

"
1,"USSR WHEAT BONUS OFFER SAID STILL UNDER DEBATE
  The Reagan administration continues
  to debate whether to offer subsidized wheat to the Soviet
  Union, but would need assurances from the Soviets that they
  would buy the wheat before the subsidy offer would be made, a
  senior U.S. Agriculture Department official said.
      ""I think it still is under active debate whether or not it
  would be advisable"" to make an the export enhancement offer to
  the Soviets, Thomas Kay, administrator of the department's
  Foreign Agriculture Service, told Reuters.
      ""We'd need some assurances from them (the Soviets) that they
  would buy if offered"" the wheat under the subsidy plan, he said.
  Kay called reports that such an offer was imminent ""premature.""
      The Reagan administration's cabinet-level Economic Policy
  Council is set to meet today to discuss, among other matters,
  agricultural policy but is not expected to address a wheat
  subsidy offer to the Soviet Union, administration officials
  said earlier.
  

"
1,"U.S. EXPORTERS REPORT 120,000 TONNES WHEAT  PURCHASED FROM FOREIGN SELLERS FOR 1987/88

  U.S. EXPORTERS REPORT 120,000 TONNES WHEAT  PURCHASED FROM FOREIGN SELLERS FOR 1987/88
  

"
1,"INDONESIAN AGRICULTURE GROWTH EXPECTED TO SLOW
  Indonesia""s agriculture sector will grow
  by just 1.0 pct in calendar 1987, against an estimated 2.4 pct
  in 1986 as the production of some commodities stagnates or
  declines, the U.S. Embassy said in a report.
      Production of Indonesia""s staple food, rice, is forecast to
  fall to around 26.3 mln tonnes from an embassy estimate of
  26.58 mln tonnes in 1986, according to the annual report on
  Indonesia""s agricultural performance.
      The government officially estimates 1986 rice production at
  26.7 mln tonnes, with a forecast 27.3 mln tonnes output in
  1987.
      The report says wheat imports are likely to fall to 1.5 mln
  tonnes in calendar 1987 from 1.69 mln tonnes in 1986 because of
  a drawdown on stocks.
      ""Growth prospects for agriculture in 1987 do not look
  promising as rice production is forecast to decline and the
  production of sugarcane, rubber and copra show little or no
  gain,"" the report says.
      ""The modest overall increase which is expected will be due
  to significant gains in production of corn soybeans, palm oil
  and palm kernels.""
      Constraints to significant overall increases in
  agricultural output include a shortage of disease resistant
  seeds, limited fertile land, insect pests and a reluctance by
  farmers to shift from rice production to other crops, the
  report underlines.
      The fall in rice production is caused by an outbreak of
  pests known as ""wereng"" or brown plant hoppers in 1986 which
  largely offset gains in yields.
      The outbreak has forced the government to ban the use of 57
  insecticides on rice because it was believed the wereng are now
  resistant to these varieties, and to use lower-yielding, more
  resistant rice types.
      The government is depending on increased production of
  export commodities such as coffee, tea, rubber, plywood and
  palm oil to offset revenue losses brought on by falling crude
  oil prices.
      Palm oil production is expected to increase by over 7.0 pct
  in 1987 to 1.45 mln tonnes from 1.35 mln, with exports rising
  to an estimated 720,000 tonnes from 695,000 tonnes in 1986, the
  report says.
      But while production of soybeans in 1987/88 (Oct-Sept) will
  rise to 1.075 mln tonnes from 980,000 in 1986/87, imports will
  also rise to supply a new soybean crushing plant.
      The report says that imports of wheat, soybeans, soybean
  meal and cotton are not likely to decline as a result of last
  September""s 31 pct devaluation of the rupiah because of a rise
  in domestic demand.
      The report said that Indonesia""s overall economic
  performance in calendar 1986 was about zero or even a slight
  negative growth rate, the lowest rate of growth since the
  mid-1960s. It compares with 1.9 pct growth in 1985 and 6.7 pct
  in 1984.
      The dramatic fall in oil prices last year was responsible
  for the slump.
  

"
1,"BANGLADESH PURCHASE OF WHEAT CONFIRMED
  Trade sources here confirmed earlier
  tentative reports that Bangladesh had bought 200,000 tonnes of
  optional origin feed wheat late last week and over the weekend.
      They said the Continental Grain Co, of the United States,
  won the contract to supply the wheat from the EC and other
  parts of Europe.
      It will supply 100,000 tonnes at a rate of 96.92 U.S. Dlrs
  a tonne as a first consignment by April 7. It will supply the
  remaining 100,000 tonnes at a rate of 93.42 dlrs by April 16.
  

"
0,"TRADERS EXPECT SHARP DROP IN U.S. CORN ACREAGE
  Grain trade analysts expect a sharp
  drop in corn acreage, with most expecting a more modest decline
  in soybeans, in the U.S. Agriculture Department, USDA,
  plantings intentions report due out at 1500 est (2100 gmt).
      The average trade guess for 1987 planted corn acreage was
  66.06 mln acres, ranging from 60.7 to 69.0 mln, all well below
  the 76.67 mln planted last year due to improved incentives by
  the USDA for farmers to retire acres. Corn acres totalled only
  60.22 mln in 1983, when the PIK program was introduced.
      The average soybean planted acreage quesstimate was 59.49
  mln, ranging from 58.0 to 63.0 mln and compared with the 61.48
  mln planted in 1986
      With substantial grain stocks, less interest was expressed
  among analysts in the USDA stocks report also scheduled today.
  

"
1,"CHINA SWITCHES U.S. WHEAT TO 1987/88 FROM 86/87
  China has switched purchases of U.S.
  wheat totaling 60,000 tonnes from the 1986/87 season, which
  began June 1, to 1987/88 season delivery, the U.S. Agriculture
  Department said.
      The department said outstanding wheat sales to China for
  the current season amount to 90,000 tonnes and sales for
  delivery in the 1987/88 season amount to 910,000 tonnes.
      Total corn commitments for the 1986/87 season total
  1,015,800 tonnes, the department said.
  

"
1,"U.S. FEEDGRAIN 0/92 SUPPORTERS EVALUATE POSITION
  Advocates of a 0/92 plan for
  feedgrains will likely delay offering their proposals if a
  disaster aid bill before the House Agriculture Committee is
  scaled back to include only 1987 winter wheat, congressional
  sources said.
      The disaster aid bill, introduced by Rep. Glenn English
  (D-Okla.), sparked sharp controversy with its proposals to
  implement a 0/92 program for 1987 wheat and 1988 winter wheat.
      An agreement has been reached to trim the bill back to 1987
  wheat, but supporters of a 0/92 feedgrains plan said even that
  scaled-down version would not be equitable for farmers.
      Unless the English bill pertains only to 1987 winter wheat,
  it is more than a simple disaster payment and feedgrains should
  be treated equally, they said.
     If the bill is narrowed to just winter wheat, then
  supporters of a 0/92 feedgrains amendment will probably not
  offer their proposals next week, sources said.
     English has agreed to support an amendment by Rep. Charles
  Stenholm (R-Tex) to narrow the bill to 1987 wheat only, but
  whether he would also back a further reduction is unclear.
      Agricultural aides to English said the congressman's first
  choice is to make the option available to all 1987 wheat
  farmers. However, if the political reality is that disaster aid
  for winter wheat farmers would be unavailable because of
  controversy over spring wheat, then English might consider an
  even greater cutback in the bill, they said.
      Under a 0/92 plan, farmers could forego planting and still
  receive 92 pct of deficiency payments.
      Rep. Arlan Stangeland (R-Minn.) and Harold Volkmer (D-Mo.)
  have both expressed interest in expanding the English bill to
  include a 0/92 program for feedgrains.
      An aide said Stangeland does not want to reopen the farm
  bill, but to be fair to all crops.
      Only a small percentage of spring wheat farmers would
  likely sign up for 0/92 since the incentives to plant are
  greater than to idle the land, economists said.
      Opponents to a 0/92 feedgrains program argue it is
  premature to make major changes in the farm bill and that the
  House Agriculture Committee needs to study more closely the
  impacts of such a program.
  

"
0,"U.S. EXPORTERS REPORT 122,000 TONNES CORN  SOLD TO MEXICO FOR 1986/87

  U.S. EXPORTERS REPORT 122,000 TONNES CORN  SOLD TO MEXICO FOR 1986/87
  

"
1,"CBT TRADERS SEE LOWER SOYBEAN EXPORT INSPECTIONS
  The USDA's weekly export inspection
  report is expected to show a decline in soybean exports and
  steady to slightly lower corn and wheat exports, according to
  CBT floor traders' forecasts.
      Traders projected soybean exports at 15 mln to 16 mln
  bushels, down from 20.3 mln bushels a week ago and 25.5 mln
  bushels a year ago.
      Corn guesses ranged from 20 mln to 25 mln bushels, compared
  with 21.9 mln bushels a week ago and 28.2 mln a year ago.
      Wheat guesses ranged from 13 mln to 18 mln bushels,
  compared with 14.1 mln bushels a week ago and 17.9 mln a year
  ago.
  

"
0,"FRANCE TO REQUEST PERMANENT MAIZE REBATES
  French maize producers will ask the EC
  Commission to grant permanent maize export rebates following
  the recent EC/U.S. Accord guaranteeing the U.S. An annual
  export quota of two mln tonnes of maize for Spain over four
  years, the French maize producers association, AGPM, said.
      The Commission has already decided to accord rebates for
  the export of 500,000 tonnes of French maize, of which rebates
  for around 100,000 tonnes have been granted.
      The request will be made when export certificates have been
  granted for all the 500,000 tonnes, the AGPM said.
      The association said that the request would cover exports
  to all destinations, adding that the Soviet Union, which has
  important maize needs, is currently excluded from the list of
  destination countries for the 500,000 tonnes of French maize.
      The U.S. Agriculture Department has forecast Soviet maize
  imports for the 1986/87 campaign at 4.90 mln tonnes against
  10.40 mln in 1985/86.
  

"
1,"INDONESIAN WHEAT IMPORTS EXPECTED TO FALL IN 1987
  Indonesia's wheat imports are expected
  to fall to 1.5 mln tonnes in calendar 1987 from 1.69 mln in
  1986, the U.S. Embassy's annual agriculture report said.
      It said the drop was expected, because there will be a
  drawdown on stocks built up near the end of 1986.
      It said wheat stocks at the end of 1986 were 390,000
  tonnes, up from 223,000 at end-1985. It forecast end-1987
  stocks at around 290,000 tonnes.
      The main suppliers in 1986 were Australia (44 pct), the
  U.S. (29 pct), Canada (12 pct), Argentina (8 pct) and Saudi
  Arabia (5 pct).
  

"
0,"TAIWAN BUYS 462,000 TONNES OF U.S. MAIZE
  The joint committee of Taiwan's maize
  importers awarded contracts to five U.S. Companies to supply a
  total of 462,000 tonnes of maize for delivery between May 10
  and October 10, a committee spokesman said.
      Cigra Inc won a contract for a cargo of 56,000 tonnes,
  priced at 79.41 U.S. Dlrs per tonne fob pacific northwest port,
  for delivery on July 5 and 20.
      Continental Grain Co of New York received three shipments,
  totalling 143,000 tonnes, price ranging from 90.95 to 95.75
  U.S. Dlrs per tonne c and f Taiwan for delivery between May 10
  and October 10.
      Cargill Inc of Minnesota took two shipments, totalling
  83,000 tonnes priced between 92.00 and 92.93 U.S. Dlrs per
  tonne c and f Taiwan for September 5-20/September 10-25
  delivery. United Grain Corp of Oregon won three contracts to
  supply 93,000 tonnes priced from 92.32 to 93.19 U.S. Dlrs per
  tonne c and f Taiwan for delivery between May 10 and July 30.
      Garnac Grain Co Inc of New Jersey received two shipments,
  totalling 87,000 tonnes at 88.90 to 92.29 U.S dlrs c and f
  Taiwan for delivery between July 10 and August 10.
  

"
1,"AWB SAYS AUSTRALIAN WHEAT SALES OVER 10 MLN TONNES
  The Australian Wheat Board's (AWB)
  1986/87 export program is well advanced with over 10 mln tonnes
  already sold, AWB general manager Ron Paice said.
      ""We are certainly within reach of our 15 mln tonne export
  target for the year,"" he said in a statement.
      He did not detail the commitments already made, but an AWB
  spokesman said they include sales to Egypt, China, Iran, the
  Soviet Union and Iraq.
      In the 1985/86 wheat year ended September 30, the AWB
  exported a record 15.96 mln tonnes.
      Paice also said the 1986/87 Australian wheat harvest has
  ended after a long, cool summer with 15.14 mln tonnes delivered
  to the AWB.
      The season produced another good crop, with only 0.2 pct of
  receivals being downgraded to feed quality, he said.
      However, it is likely that some weather-damaged grain was
  still being held on farms and further milling and feed wheat
  may be delivered following the recent announcement of the final
  Guaranteed Minimum Price for 1986/87, he said.
      Paice did not give a crop estimate, but the AWB's February
  Wheat Australia publication put the crop at 16.7 mln tonnes.
      But the AWB spokesman said it is likely this estimate could
  turn out to be too high, based on the receivals level, and the
  final crop figure would probably be nearer to 16.2 mln tonnes.
  The official estimate is not yet available.
      In the 1985/86 season, the AWB received 15.08 mln tonnes of
  the 16.13 mln tonne crop.
      Another 422,000 tonnes was retained on-farm and 620,000
  sold under the permit system introduced in 1984/85 to allow
  farmers to sell feed wheat to the grain trade outside the AWB's
  receival system, according to Bureau of Agricultural Economics
  data.
  

"
